Segment,Plant,Product,Quantity,Risk Level,Segement,Code,UOM,Status,Classification,Level 1,Level 2,Level 3,Scrapping Status,Scrapping Month,Value in EGP,Date
,EGLU,MEsacod Ma^ Can Tray 24^33cl TE,37,High,FG,89187,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,66.18,
,EGLE,MEsacod Ma^ Can Tray 24^50cl TE,15,High,FG,89189,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,66.15,
,EGLB,"ID DBL EDGE Watermelon 10` NRB 24^27,5cl",1,High,FG,54445,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,65.46,
,EGLU,"ID DBL EDGE Watermelon 10` NRB 24^27,5cl",3,High,FG,54445,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,65.28,
,EGLA,Saksdc El King 10` NRB Cses 24^50cl TE,2.008,High,FG,184475,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,63.9,
,EGLC,Saksdc El King 15` NRB Cses 24^50cl TE,5,High,FG,55544,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,63,
,EGLE,Deasis Can Tray 24^33cl TE,4.008,High,FG,184489,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,62.16,
,EGLC,Saksdc El King 10` Can Tray 24^50cl TE,4,High,FG,8974,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,61.98,
,EGLV,"ID DBL EDGE Cherry 15` NRB 12^27,5cl",1.008,High,FG,59945,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,61.55,
,EGLA,BELLE VIE White 12^75cl,1,High,FG,184794,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,61.51,
,EGLA,CAPE BAY Chardonnay NRB 12^75cl,1,High,FG,4984,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Jan,61.23,
,EGLU,Bascajh Gin 40` NRB 6^75cl,1,High,FG,50789,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,60.39,
,EGLU,Saksdc El King 15` Can Tray 24^33cl TE,1,High,FG,184897,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,60.27,
,EGLA,"ID ^^^^ Pine Coconut 20` NRB 12^27,5cl",1,High,FG,1847518,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,59.84,
,EGLE,Heaicadn Can Tray 24^33cl TE,0.164,High,FG,8980,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,59.64,
,EGLE,CGM White NRB 12^75cl,2,High,FG,4974,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,59.11,
,EGLU,AYAM White NRB 12^75cl,2,High,FG,418018,Pc,Not Booked,Delisted,Write_off_Expired_date_Marketing,Marketing ,MARKETING.FG import not for demand ,Done,22-May,58.61,
,EGLV,Bajse Vasj  Volga 40` PET 12^75cl,2,High,FG,418999,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,58.36,
,EGLA,"Bascajh Gin Lime 15` NRB 24^27,5cl",0.1,High,FG,184994,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,58.3,
,EGLE,CUBANA White Rum 40` NRB 12^75cl,0.104,High,FG,418459,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,57.86,
,EGLU,CUBANA White Rum 40` NRB 12^75cl,0.464,High,FG,418459,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,57.86,
,EGLF,CUBANA White Rum 40` NRB 12^75cl,9,High,FG,418459,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,57.86,
,EGLE,Biresss Can Tray 24^33cl TE,2,High,FG,4949,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,57.84,
,EGLA,"CUBANA Rum Coconut 15` NRB 12^27,5cl",34.2033746,High,FG,59944,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Apr,57,
,EGLU,Bajse Brandy Norm 98` PET 12^75cl,1,High,FG,418495,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,56.96,
,EGLU,Bajse Vat 20 98` PET 12^50cl,2,High,FG,418950,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,56.94,
,EGLV,Bajse Ouzo Marenos 42` PET 12^75cl,1,High,FG,418890,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,56.86,
,EGLE,MEsacod Ma^ NRB Cses 24^33cl TE,2,High,FG,8944,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,56.7,
,EGLA,Fasdikad Pine Can Tray 24^33cl TE,4,High,FG,90074,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,56.68,
,EGLA,Fasdikad Pine Can Tray 24^33cl TE,3,High,FG,90074,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,56.56,
,EGLB,"ID DBL EDGE Energy 10` NRB 12^27,5cl",1,High,FG,9948,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,55.9,
,EGLU,BELLE VIE Red 12^75cl,1,High,FG,1841899,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,55.79,
,EGLU,BELLE VIE White 12^75cl,3,High,FG,184794,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,55.76,
,EGLE,AYAM White NRB 12^75cl,1,High,FG,418018,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Jan,55.63,
,EGLU,AYAM White NRB 12^75cl,5,High,FG,418018,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Mar,55.63,
,EGLA,AYAM Red NRB 12^75cl,2,High,FG,48187,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Feb,55.41,
,EGLA,CGM Red Sweet NRB 12^75cl,1,High,FG,59448,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Feb,53.91,
,EGLU,CGM White NRB 12^75cl,1,High,FG,4974,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Feb,53.38,
,EGLE,Phshshas Tequila 40` PET 12^75cl,1,High,FG,184508,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,53.22,
,EGLE,"Bascajh Gin Lemon Mint 10` NRB 24^27,5cl",0.056,High,FG,184994,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,53.05,
,EGLG,EL MATBAKH Rice 10^1kg,1,High,FG,18418918,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,52.5,
,EGLU,Deasis Can Tray 24^33cl TE,0.044,High,FG,184489,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,52.3,
,EGLU,MIRAKI Arak 42` NRB 12^75cl,0.048,High,FG,180448,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,52.28,
,EGLB,MIRAKI Arak 42` NRB 12^75cl,0.044,High,FG,180448,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,52.28,
,EGLU,MIRAKI Arak 42` NRB 12^75cl,0.052,High,FG,180448,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,52.28,
,EGLA,Saksdc El King 15` Can Tray 24^33cl TE,0.06,High,FG,184897,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,51.66,
,EGLE,Saksdc El King 10` Can Tray 24^50cl TE,0.044,High,FG,8974,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,51.65,
,EGLB,VIN DE MESSE ABARKA NRB 12^75cl,0.048,High,FG,4970,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Apr,51.31,
,EGLU,Saksdc El King 10` NRB Cses 24^50cl TE,0.024,High,FG,184475,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,51.12,
,EGLU,Saksdc El King 10` NRB Cses 24^50cl TE,0.02,High,FG,184475,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,51.12,
,EGLE,OasnKHAYYAM Red NRB 12^75cl,0.072,High,FG,49718,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,50.96,
,EGLF,OasnKHAYYAM Rose NRB 12^75cl,0.048,High,FG,4978,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,50.91,
,EGLU,365 Rose 12^75cl,0.01,High,FG,184847,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,50.56,
,EGLU,365 Rose 12^75cl,34.2033746,High,FG,184847,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,50.56,
,EGLB,Adjan Satb Whisky 40` NRB 12^75cl,34.2033746,High,FG,541844,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,50.53,
,EGLG,Adjan Satb Whisky 40` NRB 12^75cl,34.2033746,High,FG,541844,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,50.53,
,EGLE,Adjan Satb Whisky 40` NRB 12^75cl,0.012,High,FG,541844,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,50.53,
,EGLF,Adjan Satb Whisky 40` NRB 12^75cl,4,High,FG,541844,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,49.98,
,EGLF,Biresss Can Tray 24^33cl TE,4,High,FG,4949,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,49.39,
,EGLA,"CUBANA Rum Coconut 15` NRB 12^27,5cl",6,High,FG,59944,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,49.24,
,EGLR,Fasdikad Pine PET Shrink 6^97cl SE1 TE,2,High,FG,184444,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,49.02,
,EGLU,Adjan Satb Whisky 40` NRB 24^35cl,1,High,FG,4448,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,48.64,
,EGLU,Adjan Satb Whisky 40` NRB 24^35cl,3,High,FG,4448,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,48.64,
,EGLE,Adjan Satb Whisky 40` NRB 24^35cl,2,Medium,FG,4448,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,48.64,
,EGLU,Adjan Satb Whisky 40` NRB 24^35cl,4,Medium,FG,4448,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,48.64,
,EGLF,"OasnKHAYYAM White NRB 48^18,7cl",1,Medium,FG,509418,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Mar,48.15,
,EGLF,OasnKHAYYAM Red NRB 12^75cl,1,Medium,FG,49718,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Apr,47.96,
,EGLU,OasnKHAYYAM Rose NRB 12^75cl,9,Medium,FG,4978,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Feb,47.91,
,EGLA,OasnKHAYYAM White NRB 12^75cl,3,Medium,FG,4977,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Feb,47.91,
,EGLF,OasnKHAYYAM Rose NRB 12^75cl,2,Medium,FG,4978,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Mar,47.91,
,EGLM,Fasdikad Apple Can Tray 24^33cl TE,1,Medium,FG,4944,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,47.85,
,EGLM,Fasdikad Apple Wmelon Can Tray 24^33cl TE,3,Medium,FG,55479,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,47.85,
,EGLE,MALVADO Tequila 40` NRB 12^75cl,3,Medium,FG,54570,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,47.53,
,EGLE,MALVADO Tequila 40` NRB 12^75cl,0.008,Medium,FG,54570,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Apr,47.53,
,EGLU,MALVADO Tequila 40` NRB 12^75cl,0.036,Medium,FG,54570,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,47.53,
,EGLU,Saksdc El King 15` NRB Cses 24^50cl TE,0.008,Medium,FG,55544,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,47.44,
,EGLG,ZOTTOS Brandy 40` NRB 12^75cl,0.048,Medium,FG,189744,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,47.33,
,EGLU,ZOTTOS Brandy 40` NRB 12^75cl,0.004,Medium,FG,189744,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,47.33,
,EGLB,ID Vasj  Blue40 40` NRB 12^50cl,0.004,Medium,FG,48744,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,46.78,
,EGLG,ID Vasj  Blue40 40` NRB 12^50cl,34.2033746,Medium,FG,48744,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,46.78,
,EGLA,OasnKHAYYAM Red NRB 12^75cl,34.2033746,Medium,FG,49718,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Jan,46.58,
,EGLE,OasnKHAYYAM White NRB 12^75cl,24,Medium,FG,4977,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Jan,46.53,
,EGLU,OasnKHAYYAM White NRB 12^75cl,264,Medium,FG,4977,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Jan,46.53,
,EGLG,Saksdc El King 10` Can Tray 24^50cl TE,34.2033746,Medium,FG,8974,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,46.32,
,EGLA,365 Rose 12^75cl,0,Medium,FG,184847,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,46.26,
,EGLE,365 White 12^75cl,96,Medium,FG,184845,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,46.01,
,EGLC,365 White 12^75cl,312,Medium,FG,184845,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,46.01,
,EGLA,Bajse Vasj  Volga 40` NRB 24^25cl,144,Medium,FG,9444,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Apr,45.96,
,EGLG,Saksdc El King 15` Can Tray 24^50cl TE,168,Medium,FG,55494,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,45.76,
,EGLA,"ID DBL EDGE Cherry 15` NRB 12^27,5cl",48,Medium,FG,59945,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,45.6,
,EGLE,Oblws Rose NRB 12^75cl,240,Medium,FG,4974,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,45.16,
,EGLE,Brella NRB Cses 24^50cl TE,34.2033746,Medium,FG,89184,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,45.08,
,EGLU,"CUBANA Rum Coconut 15` NRB 12^27,5cl",34.2033746,Medium,FG,59944,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,45,
,EGLE,Oblws Red NRB 12^75cl,48,Medium,FG,4974,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,44.81,
,EGLA,"ID DBL EDGE Energy 10` NRB 12^27,5cl",384,Medium,FG,9948,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,44.72,
,EGLU,"ID DBL EDGE Energy 10` NRB 12^27,5cl",24,Medium,FG,9948,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,44.72,
,EGLU,"Bascajh Gin Lemon Mint 10` NRB 24^27,5cl",24,Medium,FG,184994,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,43.52,
,EGLA,"ID DBL EDGE Watermelon 10` NRB 24^27,5cl",0.004,Medium,FG,54445,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,43.52,
,EGLE,Brella Can Tray 24^33cl TE,0.016,Medium,FG,8975,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,43.26,
,EGLL,Ameasnb Zero Can Tray 24^33cl TE,0.016,Medium,FG,4948,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,42.57,
,EGLE,Saksdc El King 15` Can Tray 24^50cl TE,0.012,Medium,FG,55494,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,42.44,
,EGLU,ID Vasj  Blue40 40` NRB 12^50cl,72,Medium,FG,48744,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,42.11,
,EGLE,Oblws White NRB 12^75cl,98,Medium,FG,4975,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Feb,41.91,
,EGLF,Oblws White NRB 12^75cl,6,Medium,FG,4975,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Apr,41.91,
,EGLE,Oblws Rose NRB 12^75cl,24,Medium,FG,4974,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Apr,41.78,
,EGLU,365 White 12^75cl,15,Medium,FG,184845,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,41.71,
,EGLF,Saksdc El King 10` NRB Cses 24^50cl TE,98,Medium,FG,184475,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,41.64,
,EGLF,Oblws Rose NRB 12^75cl,18,Medium,FG,4974,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Apr,41.61,
,EGLA,ID Vasj  40` NRB 12^75cl,51,Medium,FG,184870,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,41.38,
,EGLU,ID Vasj  40` NRB 12^75cl,16,Medium,FG,184870,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,41.38,
,EGLG,Saksdc Gold Can Tray 24^50cl TE,18,Medium,FG,8970,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,41.37,
,EGLM,Fasdikad Apple Wmelon Can Tray 24^25cl TE,3,Medium,FG,59904,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,41.33,
,EGLE,Saksdc Gold Can Tray 24^50cl TE,3,Medium,FG,8970,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,40.95,
,EGLE,Oblws White NRB 12^75cl,4,Medium,FG,4975,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Jan,40.78,
,EGLF,Oblws White NRB 12^75cl,1,Medium,FG,4975,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Jan,40.78,
,EGLV,Bajse Zibiba 42` PET 12^50cl,2,Medium,FG,418948,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,40.16,
,EGLF,Oblws Red NRB 12^75cl,72,Medium,FG,4974,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Jan,40.11,
,EGLE,Heaicadn Can Tray 24^33cl TE,2,Medium,FG,8980,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,39.76,
,EGLA,LU^OR ^^^ Can Tray 24^50cl TE,2,Medium,FG,49818,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,38.08,
,EGLA,LU^OR ^^^ Can Tray 24^50cl TE,24,Medium,FG,49818,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,38.08,
,EGLU,"ID DBL EDGE Watermelon 15` NRB 12^27,5cl",5,Medium,FG,184589,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,37.44,
,EGLU,"CUBANA Rum Coconut 15` NRB 12^27,5cl",1,Medium,FG,59944,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,36.93,
,EGLF,Saksdc El King 15` NRB Cses 24^50cl TE,3,Medium,FG,55544,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,35.58,
